id,duration,cost
895,1452.0064370632172,0.28806406259536743
896,1479.9703521728516,0.307240754365921
897,1405.3379209041595,0.300736665725708
898,1415.0092329978943,0.29552704095840454
899,1387.9292960166931,0.27732518315315247
900,1403.3243570327759,0.29780691862106323
901,1446.6483697891235,0.2968267798423767
902,1415.8851301670074,0.29943159222602844
903,1442.4125781059265,0.2942485213279724
904,1442.7983150482178,0.3062659204006195
905,1436.8397328853607,0.28903889656066895
906,1444.3764901161194,0.30268630385398865
907,1438.5958881378174,0.30594098567962646
908,1384.3855030536652,0.28120851516723633
909,1406.2801678180695,0.2981318533420563
910,1440.443706035614,0.2942485213279724
911,1416.2158470153809,0.2903174161911011
912,1472.805899143219,0.29066887497901917
913,1443.011095046997,0.2854592502117157
914,1443.2553849220276,0.2981318533420563
915,1478.5114109516144,0.2916437089443207
916,1505.4244961738586,0.3163496255874634
917,1411.7164328098297,0.2903227210044861
918,1471.5770790576935,0.3085404932498932
919,1453.4613590240479,0.29943159222602844
920,1402.1760201454163,0.28381332755088806
921,1383.425940990448,0.2825135886669159
922,1399.4369270801544,0.27732518315315247
923,1391.689299106598,0.27732518315315247
924,1354.6740682125092,0.2825135886669159
925,1382.358645915985,0.27016592025756836
926,1364.2867858409882,0.27016592025756836
927,1320.906811952591,0.27339938282966614
928,1409.2550520896912,0.2809048295021057
929,1394.2277500629425,0.27732518315315247
930,1359.537276983261,0.28218865394592285
931,1377.0140368938446,0.2727707326412201
932,1341.6115560531616,0.27990877628326416
933,1358.6319341659546,0.27016592025756836
934,1373.3894069194794,0.27570047974586487
935,1365.6133239269257,0.2675611078739166
936,1388.7160499095917,0.28120851516723633
937,1410.4128758907318,0.2929222285747528
938,1401.7309539318085,0.2711407542228699
939,1417.4637179374695,0.29162245988845825
940,1377.3263320922852,0.28381332755088806
941,1399.095820903778,0.2890176475048065
942,1384.0213441848755,0.2711407542228699
943,1408.961874961853,0.27635037899017334
944,1401.932256937027,0.27472037076950073
