id,duration,cost
101,4141.557345151901,0.9239596128463745
102,4217.581731081009,1.1462757587432861
103,3941.4129791259766,0.8430128693580627
104,3911.239573955536,0.9047458171844482
106,3975.973399877548,0.9102750420570374
108,4097.417678117752,0.9301334619522095
111,4160.24969291687,1.0867855548858643
112,3923.2053430080414,0.8647146821022034
113,3922.6737082004547,0.8783674240112305
115,4283.338282823563,1.0007352828979492
123,3971.0772030353546,1.037986397743225
127,3787.4963960647583,0.8536720871925354
129,3687.0353779792786,0.8757784962654114
132,3792.865170955658,0.8868263959884644
135,3847.747260093689,0.8403868079185486
136,3887.2357470989227,0.9664628505706787
138,3768.9860990047455,0.8432528376579285
139,3790.0709178447723,0.8293229341506958
140,3820.1573810577393,0.8780636787414551
142,3944.8566479682922,0.9674801230430603
143,3890.3321521282196,0.8273680210113525
144,3818.4427721500397,0.8315975069999695
145,3853.1754989624023,0.9505196213722229
146,4120.37003993988,1.32399582862854
147,3919.7772240638733,0.8439717292785645
148,3912.8306550979614,1.0902749300003052
149,3820.8801789283752,0.8296532034873962
151,3757.7817919254303,0.810455322265625
154,3881.601081132889,0.9499068856239319
155,3972.889126062393,0.9440951943397522
158,3878.6601610183716,0.9141743183135986
159,3853.41384601593,0.8839019536972046
160,3792.116811990738,0.8595050573348999
161,3829.264386177063,0.8764337301254272
162,3787.5126280784607,0.8205602765083313
163,3828.6386539936066,0.9196398854255676
164,3697.9271500110626,0.8660038113594055
165,3819.6789331436157,0.8280231952667236
166,3923.863296985626,0.9970017075538635
167,3728.923348903656,0.8581947088241577
168,3759.1649990081787,0.8969101309776306
170,3882.9181599617004,0.877413809299469
174,3807.020276784897,0.8539917469024658
177,3699.590856075287,0.7964563965797424
179,3764.523900985718,0.8926434516906738
