id,duration,cost
734,1205.7457501888275,0.39121789336204527
735,1202.5188019275665,0.41591850519180296
736,1225.5571718215942,0.4019568026065826
737,1230.0793590545654,0.42047295570373533
738,1136.2856390476227,0.3652175426483154
739,1289.5552599430084,0.4152951896190643
740,1222.339966058731,0.47671384215354917
741,1182.1194372177124,0.38470852971076963
742,1200.2563848495483,0.3970721125602722
743,1287.7461218833923,0.4231043219566345
744,1227.2494537830353,0.35971481204032896
745,1319.2037739753723,0.4325381577014923
746,1171.080106973648,0.41851270794868467
747,1103.2494370937347,0.3492690086364746
748,1343.5527510643005,0.4406722247600555
749,1444.6979310512543,0.5190195202827453
750,1229.278295993805,0.4058560490608215
751,1230.8894050121307,0.4425793945789337
752,1224.705910205841,0.4032565414905548
753,1234.9957971572876,0.42047295570373533
754,1235.363382101059,0.40553111433982847
755,1323.9569129943848,0.4504044413566589
756,1374.6135330200195,0.4507559299468994
757,1228.0847709178925,0.40358147621154783
758,1319.908618927002,0.4374175429344177
759,1264.0700099468231,0.4120405077934265
760,1354.4547979831696,0.43676764369010923
761,1285.9156019687653,0.4205048143863678
762,1294.2368710041046,0.4672906160354614
763,1324.1042940616608,0.4520291447639465
764,1354.3741800785065,0.4533288836479187
765,1261.0174930095673,0.4338113725185394
766,1327.7540431022644,0.451054310798645
767,1349.2832839488983,0.4621128499507904
768,1413.6338357925415,0.4540106117725372
