id,duration,cost
186,4423.288941144943,1.5473133325576782
187,4374.508185863495,1.431049108505249
188,4340.497606992722,1.31171715259552
189,4216.864763021469,1.3028801679611206
190,4274.965172767639,1.3081321716308594
191,4209.188441991806,1.2311005592346191
192,4067.9225039482117,1.4782990217208862
193,4577.206255912781,1.2743864059448242
194,4304.047693967819,1.356553316116333
195,3955.346051931381,1.2761077880859375
196,4512.979283094406,1.738451361656189
197,4422.108267068863,1.8040835857391357
199,4089.917317867279,1.2885721921920776
200,4219.244811058044,1.2856477499008179
201,4454.4476981163025,1.3845617771148682
202,4459.914261817932,1.464166283607483
203,4157.971930980682,1.1810230016708374
204,4281.355561971664,1.2889289855957031
205,4312.481676101685,1.3789740800857544
206,4486.403099060059,1.2939093112945557
207,4425.720437049866,1.3624500036239624
208,4240.557629108429,1.2194187641143799
210,4118.587646007538,1.25933837890625
211,4188.377570867538,1.2960723638534546
212,4157.843303203583,1.271036148071289
213,4395.093066930771,1.3250555992126465
214,4708.505409955978,1.3975857496261597
215,4640.678145170212,1.5961389541625977
217,4364.937865018845,1.4404563903808594
218,4458.957702159882,1.360154151916504
219,4610.598619937897,1.7452856302261353
220,4670.707479953766,1.430436372756958
221,4454.773831129074,1.2922580242156982
222,4703.829385995865,1.37651789188385
223,4860.482048034668,1.382712960243225
225,4394.9591019153595,1.3832566738128662
228,4334.3123688697815,1.3149559497833252
229,4402.946389913559,1.2970737218856812
231,4470.388541936874,1.4088630676269531
232,4547.810328960419,1.3010631799697876
233,4521.608887910843,1.665947675704956
235,4460.267734050751,1.2698372602462769
236,4005.3359639644623,1.2998919486999512
237,3910.214789867401,1.460054636001587
238,4004.749340057373,1.3349800109863281
239,4096.546419143677,1.681081771850586
240,3906.415318965912,1.1828876733779907
241,3933.324471950531,1.2202874422073364
242,3970.5330622196198,1.161478877067566
243,3882.4739367961884,1.1825414896011353
244,4018.026256084442,1.6936746835708618
245,3967.735509157181,1.2787868976593018
