id,duration,cost
246,4472.10660982132,1.6925766468048096
247,4794.459891796112,2.076791763305664
248,4456.96487903595,1.9369409084320068
249,5128.071839094162,2.248816728591919
250,5285.450474023819,2.2238125801086426
251,4467.858783960342,1.780603051185608
252,4543.023747205734,1.8047493696212769
253,4672.057900905609,1.8723418712615967
254,5207.297696113586,2.0064871311187744
255,4245.999349832535,1.8091658353805542
256,4848.6840760707855,1.910785436630249
257,4512.020451068878,1.7114496231079102
258,4786.810518026352,1.8883382081985474
259,3985.7471899986267,1.6719993352890015
260,5091.23993396759,1.9638512134552002
261,4788.748964071274,1.7073156833648682
262,4390.938205003738,1.5190702676773071
263,4638.880272865295,1.7426809072494507
264,4784.988689899445,2.008570671081543
265,4941.562709093094,2.056363105773926
266,4667.51841711998,1.808659315109253
267,4817.671600103378,1.7177296876907349
268,5124.815161943436,2.3368592262268066
269,4757.631901979446,1.7125093936920166
270,4761.905315160751,1.313165545463562
271,4850.7406849861145,1.9825702905654907
272,5121.137154817581,1.3100435733795166
273,5303.6769988536835,1.6980888843536377
274,4973.423770904541,1.1702775955200195
275,5215.480430841446,1.7471333742141724
276,4548.354497909546,1.1398937702178955
277,4452.3281190395355,1.4969584941864014
278,4854.4317190647125,1.5465084314346313
279,4820.4583830833435,1.4769556522369385
280,5042.9881229400635,1.29375422000885
281,4908.6492800712585,1.1419602632522583
282,4857.672461986542,1.7515126466751099
283,5095.478796005249,1.4347985982894897
284,4861.08775305748,1.040883183479309
285,5284.557332992554,1.9518284797668457
286,4227.646123170853,1.0331813097000122
287,4553.744853973389,1.3078763484954834
288,4368.706884145737,1.0192620754241943
289,4857.893681049347,1.1659737825393677
290,4946.920213937759,1.543285608291626
291,4792.358967781067,1.1715136766433716
292,5278.5886561870575,1.2851029634475708
293,4343.926012992859,1.0406814813613892
294,4607.815546989441,1.2120672464370728
295,5275.145546913147,1.2418808937072754
