id,duration,cost
556,4283.048327922821,0.8281771540641785
557,4245.09671497345,0.7404013872146606
558,4421.766767024994,0.7869737148284912
559,3990.055946111679,0.7588856816291809
564,3956.853770971298,0.7289860248565674
566,4248.298187017441,0.8668182492256165
567,4058.983150959015,0.9171252846717834
569,4511.622090101242,0.8068161606788635
571,4144.3493139743805,0.9460766911506653
573,4156.774060964584,0.7815889120101929
575,3966.9759209156036,0.7611283659934998
576,4119.7625250816345,0.8007974028587341
577,4021.5942800045013,0.8167034387588501
578,4181.411386966705,0.8235589861869812
580,4480.05201292038,0.841547429561615
581,4233.907253026962,0.7989327311515808
582,3992.25870513916,0.8147591352462769
583,4234.919360876083,0.9048678874969482
584,3995.997540950775,0.7893927097320557
585,4354.610523939133,0.7902124524116516
587,4112.190530061722,0.8252049088478088
588,3998.0164518356323,0.7854934334754944
589,4063.084353208542,0.9262235760688782
591,4352.724305868149,0.8074235916137695
594,4056.822536945343,0.7608458995819092
596,4503.126411914825,0.9579231142997742
598,3930.311336994171,0.8007389903068542
602,4448.344712018967,0.8048612475395203
603,3997.8298671245575,0.7458562850952148
604,4168.828711032867,0.9116597771644592
605,4320.501608133316,0.811312198638916
606,4217.316911935806,0.9890003800392151
608,4547.262016057968,0.8578261733055115
609,4415.826142072678,0.7954220771789551
610,4515.179304122925,0.9812814593315125
613,4093.0920100212097,0.7513908743858337
617,4109.016330957413,0.7780941724777222
619,3930.2786440849304,0.7825583815574646
620,4448.789463043213,0.796077311038971
621,4292.622982978821,0.8869962692260742
622,4084.1003811359406,0.8342925906181335
623,4292.903829097748,0.7979791164398193
625,4242.91551399231,0.828454315662384
